review_title,review_body,rating,review_date
"Not bad as a standalone movie, but....",,5.0,18 June 2020
Purge,,10.0,25 September 2018
Why all the 1s?,"Not sure if people are getting really high before watching this but its definitely not a 1, it's average and I'll tell you why.

Acting: Not that bad, incredibly cringy with the scarred psycho character and with all the ""hood talk"" but other than that it was decent.

Cinematography: Great set design and shots as always in these purge movies, they're really creative.

Story: Here's where it gets bad. The story is too boring and mundane, its just about a brother, sister and a gang member surviving ""the purge"". With little to no characterization and feeling into the characters. It feels like they will get through any situation and even if they dont why would we care. The previous purges where emmensly more creative and enduring.

Summary: All up people should actually leave proper reviews and stop smoking the devil's lettuce. This is by no means a 1, trust me I've seen some bad 1 star movies. This is a 5, maybe a 6 on a good day. Watch it if you love murderous movies but otherwise I would stay away.",5.0,4 March 2020
Cool concept. Bad writing.,,3.0,26 September 2018
The ending,,4.0,8 June 2020
Barely tolerable,Watch it and make up ur own mind. Good but stupid action.,3.0,27 September 2018
"just watch it, it's good","I just saw the movie and I liked it very much, really :)",10.0,27 October 2018
Purely Ridiculous,,3.0,11 August 2018
Not my cup of tea.,"Let's put it this way; it's 98 minutes of my life i am not going to get back. If you like fast paced films with little depth and plently of violence this one is for you.

I kept zoning out and found myself waiting for the film to end which is not the best sign.",2.0,22 July 2018
Origin of Purge - Good story line but Executed Badly,"Actually I am big fan of Purge movies...because of the base story .... so , i expected this one ...but acting was terrible ....especially that brother and sister combo......Bad.....This is the worst movie .",2.0,19 September 2018
I was hoping for a lot more,"I've never seen any of the other Purge movies, but I was attracted by the idea of a prequel that showed the beginnings of a dystopian world. Maybe a cool and complex conspiracy like V for Vendetta. That got flushed in the first few minutes because that's how long it took to cover it - in summary, something happened and now the country condones penalty free crime with an extremely thin explanation. Very disappointing.

I'm a political moderate, but the political messaging was really over the top. It was kind of like watching a hard left version of Hannity, and just as pointless. And it kept going on. Repeatedly. Over and over again. Many times. I think you get the point.

The villains were extremely two dimensional and completely uninteresting. What little writing talent was devoted to the protagonists, and this was a rare good point about the movie. There's some complexity there, with people you can root for. I liked them.

It was fairly suspenseful, but there were too many coincidental ""just in time"" saves for no good reason. This seemed to be just lazy writing. There is a semi-interesting conspiracy but the effect just didn't seem realistic. There's a good amount of well done violent action so if that's something of interest this might be a good movie for you.

Overall, I really wish I'd spent my time watching something else.",4.0,13 July 2018
